"CNTLNUM","SCHCNTL","currentTeacher","TFSFINWT","F0105","F0108","F0113","F0116","T0293","T0294","T0295","T0296","T0297","T0298","T0299","T0300","T0301","T0303","T0306","T0307","T0308","T0309","T0310","T0311","T0312","T0315","T0320","T0321","T0322","T0324","T0325","T0326","T0327","T0331","T0332","T0335","T0336","T0337","T0338","T0339","T0340","TFNLWGT","LEP_T","MGMNT_T","NEWTCH","PLAN","PUPILS_D","PUPILS_S","SBKGD_T","SDLQ_T","T0051","T0059","T0106","T0120","T0122","T0124","T0125","T0126","T0127","T0147","T0148","T0149","T0150","T0153","T0154","T0155","T0156","T0158","T0208","T0248","T0250","treat","teachImputed","PUPILS","PSCHMAN","PFAMBACK","PSTUDEL","PSTUPAR","PTEACSUP","pscore","distance","weights","subclass"
113182,106396,1,517.555,"Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly disagree",3,2,5,5,2,4,1,2,2,3,4,2,1,2,1,2,2,4,2,3,2,4,3,3,3,3,2,3,3,2,4,3,5,331.7302,0,15,"Teacher has taught 3 years or less",8.75,0,0,12,14,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,1,1,2,27,1,2,1,0,0,0.0681225410195765,0.285647407645142,-0.207349529913556,0.0955450679071412,-0.325336679261319,0.263009376042148,0.263009376042148,1,"79"
113213,109958,1,164.4745,"Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree",2,3,4,4,3,4,2,2,2,3,2,3,2,2,2,1,2,1,1,2,2,3,3,4,3,4,2,3,4,2,3,1,1,114.1557,0,15,"Teacher has taught 3 years or less",10.42,0,0,12,16,1,0,7,2,5,1,1,1,1,2,-8,0,2,1,1,2,1,2,8,1,-8,1,0,0,0.275790922518075,0.309614837917692,-0.0121474436619683,-0.324102803606427,-0.0921699846062975,0.287666710837774,0.287666710837774,1,"80"
113331,106736,1,442.1452,"Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree",4,3,5,5,4,5,1,1,2,2,1,1,2,1,1,2,2,1,1,3,3,4,4,4,4,4,2,3,2,2,3,1,1,26.1667,0,19,"Teacher has taught 3 years or less",18.02,0,5,10,18,1,1,0,3,5,1,1,1,1,1,1,5,1,1,1,1,1,2,5,1,-8,1,0,5,-0.735368510958236,0.169095244601194,0.491368848935273,0.473353903879081,-0.450248110048444,0.304546509406372,0.304546509406372,1,"81"
113390,109172,0,68.6828,"Strongly agree","Strongly agree","Strongly agree","Strongly agree",5,3,4,5,1,5,1,3,4,4,1,1,4,4,1,4,2,4,4,1,1,1,2,4,1,2,1,1,1,1,2,4,4,54.5347,0,17,"Teacher has taught 3 years or less",17.5,132,0,5,10,1,0,0,1,5,2,2,2,1,2,-8,0,1,1,2,2,1,2,0,2,-8,1,0,132,0.200916647562947,-1.32860372301894,-1.33331867475607,-1.79715848697093,1.35815228147981,0.121325642108035,0.121325642108035,1,"82"
113535,110930,1,3558.8668,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly disagree",2,4,4,4,4,5,2,1,2,1,1,2,1,1,2,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,5,25.5192,0,18,"Teacher has taught 3 years or less",2.5,189,0,12,15,1,0,1,1,5,2,2,1,1,1,1,2,1,1,1,1,1,1,0,2,-8,1,0,189,-0.441910912711769,0.453106604601404,-0.073694766187855,0.0660954284203596,-0.89820405532337,0.350926536025934,0.350926536025934,1,"83"
113608,108657,0,142.4224,"Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree",3,4,5,5,5,5,1,1,2,2,1,2,1,1,1,1,3,1,2,3,2,4,3,4,4,4,3,2,1,1,2,1,1,116.5616,0,18,"Teacher has taught 3 years or less",10.1,83,0,6,18,1,0,0,3,5,1,1,1,1,1,1,2,2,2,2,2,1,2,0,2,-8,1,0,83,-0.535705245007129,-0.579448466675163,0.279493708105438,0.210459771779206,-0.98067543186174,0.0855601014805244,0.0855601014805244,1,"84"
113917,104987,1,68.5682,"Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat disagree",3,2,5,4,4,5,1,1,3,1,1,2,2,1,2,1,1,3,1,3,3,4,3,4,4,4,4,2,1,3,3,1,1,59.6653,29.63,19,"Teacher has taught 3 years or less",3.7,0,27,9,19,1,1,1,3,5,1,1,1,1,1,1,3,2,2,1,1,1,1,27,1,1,1,0,27,-0.564465164973847,0.219744204970297,0.637732409497471,0.530157367073676,-0.61934724606291,0.272205637322165,0.272205637322165,1,"85"
114522,101737,1,36.7006,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",4,4,5,5,4,5,2,1,4,3,1,4,2,1,1,1,1,2,1,3,2,4,4,3,3,4,3,2,3,2,2,2,5,34.8645,0,19,"Teacher has taught 3 years or less",5.71,86,0,9,17,1,0,3,1,5,1,1,1,1,1,1,5,2,1,1,1,1,1,0,1,-8,1,0,86,-0.484468747403327,-0.0575293711182298,0.151093482309422,0.169564250275361,-0.558681834454044,0.40011981851601,0.40011981851601,1,"86"
114581,109051,1,499.0083,"Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree",5,5,5,5,4,5,1,1,3,2,1,2,1,1,1,1,1,3,1,3,4,4,4,3,4,4,2,4,4,4,3,2,1,78.9445,0,20,"Teacher has taught 3 years or less",12.5,0,0,15,17,1,0,3,1,5,1,1,1,1,1,1,5,2,1,1,1,1,2,28,1,-8,1,0,0,-1.18277488684781,1.23028784682717,0.603725118482253,0.841286521506578,-1.2647337593761,0.182935362407505,0.182935362407505,1,"87"
114678,111504,1,617.3337,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",4,4,4,4,4,4,1,1,3,3,1,2,2,2,1,1,2,2,1,3,2,3,3,3,3,4,3,2,3,2,3,1,2,48.3493,1.89,19,"Teacher has taught 3 years or less",13.33,106,0,10,16,1,0,3,1,5,1,1,1,1,2,-8,0,2,2,1,2,1,2,0,-8,2,1,0,106,-0.60393729501514,0.0325122762479347,-0.0267235078730982,-0.15679007839697,-0.389864183071976,0.237280738214554,0.237280738214554,1,"88"
114680,102610,1,11.7272,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree",4,2,4,4,4,4,1,1,2,3,1,1,2,2,1,1,2,1,1,3,4,4,2,3,3,4,2,2,1,1,2,1,5,9.3114,0,19,"Teacher has taught 3 years or less",15,0,10,6,14,1,0,1,1,5,1,1,1,1,1,1,3,1,1,1,1,1,2,10,1,-8,1,0,10,-0.711664712908881,-0.680209157852703,-0.24933488709835,0.513539815126782,-0.483104766214221,0.233296500621345,0.233296500621345,1,"89"
114958,109481,0,135.085,"Somewhat agree","Strongly agree","Strongly agree","Neither agree nor disagree",3,3,4,4,4,5,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,3,3,4,4,4,3,3,3,3,3,2,1,101.1402,0,20,"Teacher has taught 3 years or less",4.29,32,0,12,18,1,0,6,2,5,1,1,1,1,1,1,5,2,2,2,1,1,2,0,2,-8,1,0,32,-1.18802141532657,0.536614201052593,0.405782846988995,-0.21350388765512,-1.17446230271627,0.118169311680231,0.118169311680231,1,"90"
115017,105455,1,743.9267,"Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree",4,1,5,5,5,2,1,2,1,1,3,2,1,2,1,2,1,2,1,2,2,3,3,3,3,3,2,2,2,1,3,1,1,329.6373,0,17,"Teacher has taught 3 years or less",15.63,0,0,8,14,1,1,0,3,5,1,1,1,1,1,2,5,2,2,1,1,1,2,25,2,2,1,1,0,-0.198936620820653,-0.450139062224923,-0.38772957935397,-0.422948957288062,-0.379000562913092,0.20423449552984,0.20423449552984,1,"91"
115043,107555,0,98.911,"Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",2,4,5,5,4,5,1,1,1,2,1,1,2,2,1,1,1,4,1,1,1,2,3,3,3,4,3,2,2,2,3,1,5,76.2455,9.33,20,"Teacher has taught 3 years or less",17.5,75,0,9,16,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,1,1,1,0,2,1,1,0,75,-1.10010502136321,-0.123300577127408,-0.187383481977854,-1.05098512132451,-0.479968909332682,0.475554896955925,0.475554896955925,1,"92"
115111,109793,1,592.0488,"Somewhat disagree","Strongly disagree","Strongly disagree","Somewhat disagree",1,4,5,5,4,5,1,1,2,2,1,3,1,2,1,1,1,2,1,3,1,4,2,4,4,4,3,2,4,1,4,1,5,33.6814,0,20,"Teacher has taught 3 years or less",17.11,92,0,11,17,1,0,0,3,4,-8,-8,-8,-8,-8,-8,0,2,1,1,1,1,2,0,2,-8,1,0,92,-0.925247947487746,0.0447436556819068,0.191531572336704,-0.0260414833293913,-0.874885138594549,0.306039835616999,0.306039835616999,1,"93"
115512,106490,1,447.1137,"Somewhat agree","Strongly agree","Strongly agree","Strongly agree",3,4,4,4,4,4,1,1,4,3,2,2,2,1,1,1,1,3,1,2,2,4,3,3,4,4,2,2,1,1,2,2,5,396.5553,0,19,"Teacher has taught 3 years or less",19.74,0,14,6,16,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,1,1,1,14,2,-8,1,0,14,-0.640569700629643,-0.647425636696149,-0.0342539418764554,-0.0831094878513563,-0.597165202760704,0.221940394018018,0.221940394018018,1,"94"
115546,104817,0,69.5826,"Strongly disagree","Strongly agree","Strongly agree","Somewhat agree",4,3,4,4,4,4,2,2,4,4,2,4,3,2,1,2,2,3,2,1,1,1,2,3,3,3,2,1,1,1,2,4,4,55.2491,42.74,16,"Teacher has taught 3 years or less",5.24,117,0,5,13,1,0,6,1,5,1,1,1,1,1,1,3,2,1,1,2,1,2,0,2,2,1,0,117,0.264250064531004,-1.14640606341765,-0.788352191052825,-1.53706737625121,0.483151293224887,0.485600601109681,0.485600601109681,1,"95"
115560,112280,1,903.9192,"Strongly agree","Neither agree nor disagree","Strongly agree","Somewhat disagree",5,5,5,5,4,5,1,1,2,2,1,3,3,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,33.8113,2,20,"Teacher has taught 3 years or less",2.5,150,0,16,20,1,1,1,3,5,1,1,1,1,1,1,3,1,2,1,1,1,2,0,2,2,1,0,150,-0.760448808139319,1.68569406871987,1.39674009529657,1.06125686393431,-0.343407370021416,0.288026763621819,0.288026763621819,1,"96"
115759,100013,1,753.1895,"Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree",3,5,5,5,5,5,1,2,2,1,1,1,2,2,1,2,2,2,1,3,3,3,3,4,4,4,3,3,3,3,3,1,2,241.8118,4.96,18,"Teacher has taught 3 years or less",5.24,121,0,12,18,1,0,2,2,5,1,1,1,1,1,1,5,1,1,2,1,1,1,0,2,2,1,0,121,-0.34359779994247,0.559837004894311,0.4462530510615,0.149275780156251,-0.126437056458376,0.280123157750445,0.280123157750445,1,"97"
115959,102297,1,32.1691,"Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree",5,5,5,5,5,5,2,2,4,3,4,4,4,2,2,1,4,4,2,1,2,3,3,2,2,3,2,2,2,2,3,1,2,32.169,0,11,"Teacher has taught 3 years or less",7.5,0,0,9,12,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,1,2,33,2,-8,1,1,0,0.965680256989811,-0.202836044411539,-0.699683528969248,-0.707256331732356,0.744949121788134,0.308529566864506,0.308529566864506,1,"98"
116540,111329,1,53.4272,"Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree",5,5,5,5,5,5,1,2,4,3,2,2,2,2,2,3,2,2,2,3,1,2,3,2,2,3,2,1,2,1,2,1,2,37.0818,0,16,"Teacher has taught 3 years or less",11.11,120,0,6,12,1,0,1,1,5,1,1,1,1,1,2,5,1,2,1,1,1,2,0,1,-8,1,0,120,0.176995698978422,-0.898874342924353,-0.790801291965017,-0.805615754636296,0.280394279140074,0.254864963529264,0.254864963529264,1,"99"
117169,104473,1,11.021,"Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree",4,4,5,5,5,5,1,1,3,2,1,3,1,1,2,1,3,1,1,3,2,4,3,4,4,4,3,4,3,3,1,1,1,9.7748,0,17,"Teacher has taught 3 years or less",0,0,12,11,18,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,2,1,2,12,2,-8,1,0,12,-0.195971382147108,0.472163538118724,0.464071100382564,0.281486094988979,-0.842801443658774,0.243086516190524,0.243086516190524,1,"100"
117588,105407,1,22.6998,"Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree",5,5,5,5,5,5,2,1,2,3,3,3,2,2,1,1,1,1,2,2,1,1,3,4,4,3,3,3,2,1,3,3,3,21.1812,0,17,"Teacher has taught 3 years or less",18.75,48,0,9,17,1,1,1,3,5,1,1,1,1,1,1,4,2,1,1,1,1,2,0,-8,-8,1,1,48,-0.211377930378559,-0.244426079478324,-0.0688463232678849,-1.05735775623788,-0.201679290103526,0.507135452523921,0.507135452523921,1,"101"
117706,110441,1,500.9955,"Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree",4,5,5,5,4,5,1,1,3,4,1,2,1,1,1,1,1,2,1,3,2,4,4,4,4,4,3,2,1,2,2,1,1,358.9914,0,20,"Teacher has taught 3 years or less",12.5,0,0,7,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,1,2,1,1,15,1,-8,1,0,0,-1.19097613202643,-0.21496613574892,0.539495547421417,0.276310233087715,-1.24810110131402,0.352838637043677,0.352838637043677,1,"102"
118019,109615,1,603.918,"Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree",4,4,5,4,4,4,2,2,4,2,2,2,2,2,2,2,2,1,2,3,3,4,3,4,3,4,2,3,4,2,3,4,3,207.2655,0,15,"Teacher has taught 3 years or less",7.08,0,14,12,16,1,0,1,1,5,1,1,1,1,1,1,5,1,1,2,2,1,2,14,1,-8,1,0,14,0.262005358202365,0.345607998802852,0.110117904885229,0.380683773775108,0.0495562402453337,0.162744725225338,0.162744725225338,1,"103"
118225,107602,1,59.9529,"Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree",3,2,2,3,3,2,1,1,2,4,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,4,1,1,3,1,2,2,1,52.1685,47.62,19,"Teacher has taught 3 years or less",2.25,0,21,7,11,1,1,0,3,5,1,1,1,1,1,1,3,2,2,1,1,1,2,21,2,2,1,0,21,-0.485739853540308,-0.784019811518333,-0.923014254178506,-1.04323911396613,0.0532553314911337,0.231983486200269,0.231983486200269,1,"104"
118567,107845,1,545.7106,"Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree",3,4,5,5,5,5,3,2,3,2,4,3,2,1,3,2,3,1,1,3,3,3,3,4,3,4,3,1,2,2,3,1,1,77.76,0,10,"Teacher has taught 3 years or less",7.5,0,15,8,17,1,0,4,1,5,1,1,1,1,2,-8,0,2,2,2,2,1,2,15,2,-8,1,0,15,0.874318818838067,-0.212944092295572,0.0693683878982086,0.0734757974636581,0.086120291320056,0.0982262779087606,0.0982262779087606,1,"105"
118668,112158,0,558.3268,"Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree",3,4,4,4,3,4,1,1,2,1,2,3,2,2,1,2,2,2,1,3,3,4,4,4,4,4,3,3,4,3,3,2,5,340.0221,0,18,"Teacher has taught 3 years or less",10.63,0,18,13,19,1,0,1,1,5,1,1,1,1,1,1,5,2,2,1,2,1,2,18,2,-8,1,0,18,-0.275950064237374,0.763194520977853,0.750728435675781,0.555196559921324,-0.13886479922942,0.191787951127034,0.191787951127034,1,"106"
119176,105078,0,28.0043,"Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree",4,3,5,3,3,5,1,1,4,3,2,2,2,3,1,2,1,3,3,2,1,1,3,3,3,4,3,1,2,1,3,5,4,22.2356,37.04,19,"Teacher has taught 3 years or less",25,108,0,7,16,1,0,2,1,5,1,1,1,1,1,1,3,1,1,1,1,1,2,0,1,1,1,0,108,-0.503738930224886,-0.629491107750238,-0.29554270388155,-1.14505894427551,0.059855677176269,0.485373079916576,0.485373079916576,1,"107"
119302,104481,1,793.0588,"Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree",4,3,5,5,4,4,3,3,3,3,2,2,3,2,4,2,2,1,3,2,2,3,3,3,3,4,1,2,3,1,3,2,3,116.5588,0,11,"Teacher has taught 3 years or less",21.05,120,0,9,14,1,1,0,3,5,2,1,1,1,1,1,4,2,2,2,1,1,2,0,1,-8,1,0,120,0.919760824432381,-0.324877626660436,-0.389496277587199,-0.438081397296456,0.605751405227784,0.0696441844128064,0.0696441844128064,1,"108"
119771,107582,1,740.3843,"Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree",3,3,4,4,4,4,1,1,2,3,1,1,1,1,1,2,1,1,2,3,3,4,3,4,3,4,3,3,3,3,3,1,2,475.5944,36.84,20,"Teacher has taught 3 years or less",9.52,0,19,12,17,1,0,0,1,5,1,1,1,1,1,1,5,2,1,1,1,1,2,19,1,1,1,0,19,-1.26026624386619,0.532220504380351,0.302514461504598,0.444147346827023,-0.965364218244464,0.299264282550969,0.299264282550969,1,"109"
120181,109939,0,445.3828,"Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",3,3,4,4,3,4,1,1,3,1,1,2,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,3,4,4,1,1,15.7069,0,20,"Teacher has taught 3 years or less",21.25,0,7,15,20,1,0,1,1,5,1,1,1,1,1,1,3,2,1,1,1,1,2,7,2,-8,1,0,7,-1.24201923985237,1.42945809421181,1.36297334998031,1.06323033406767,-1.33462584467962,0.29631978928771,0.29631978928771,1,"110"
120753,106133,1,12.5981,"Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly disagree",3,4,4,4,3,4,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,1,1,8.7438,0,14,"Teacher has taught 3 years or less",12.5,190,0,10,14,1,0,0,2,5,1,1,1,1,2,-8,0,1,1,2,2,1,1,0,2,-8,1,0,190,0.493580531624352,-0.0242033351707424,-0.353520208836231,-0.436439938843229,0.612712316459448,0.213547676902246,0.213547676902246,1,"111"
121328,104445,1,877.9968,"Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree",4,5,5,5,2,5,3,4,4,3,4,4,4,4,4,4,4,1,4,1,1,1,3,3,3,3,1,1,2,2,3,3,3,35.8206,0,6,"Teacher has taught 3 years or less",7.63,74,0,8,13,1,0,1,1,5,2,1,1,1,1,1,3,2,2,2,2,1,2,0,2,-8,1,0,74,2.05404486615443,-0.371743529937122,-0.755405170119076,-1.54258458009076,2.04289528058093,0.137977791596572,0.137977791596572,1,"112"
121818,106533,1,12.5169,"Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree",4,4,5,5,4,5,1,1,2,2,1,4,4,2,1,2,3,2,3,4,3,4,4,4,4,4,3,2,2,2,4,1,5,12.5169,0,18,"Teacher has taught 3 years or less",5,53,0,10,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,2,2,1,2,0,2,-8,1,0,53,-0.0488567962904282,0.201227557548648,0.660057149594365,0.729178769151653,0.5063869896614,0.107222348547768,0.107222348547768,1,"113"
122028,108445,1,3.6151,"Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree",2,4,5,5,4,5,2,1,2,3,1,3,1,3,2,1,2,2,1,3,4,4,4,2,2,4,4,1,1,2,2,2,3,2.9312,0,17,"Teacher has taught 3 years or less",9.38,0,9,6,16,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,2,2,1,2,9,1,-8,1,0,9,-0.112214313373313,-0.464409071866519,-0.0386547102666594,0.597742510142079,-0.488311229466095,0.141160119150027,0.141160119150027,1,"114"
122049,107975,1,82.8226,"Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree",5,5,5,5,3,5,1,2,3,3,2,2,3,2,2,3,3,1,1,2,2,3,3,4,3,4,3,3,3,3,3,1,5,70.6148,0,15,"Teacher has taught 3 years or less",10.53,65,0,12,17,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,2,2,1,2,0,2,-8,1,1,65,0.362879731925388,0.495152360749332,0.113465303133011,-0.323846831464754,0.595882125575671,0.31492752694636,0.31492752694636,1,"115"
122168,109164,1,33.3052,"Somewhat agree","Strongly agree","Strongly agree","Somewhat agree",2,3,4,4,4,4,3,3,4,2,1,4,4,3,4,3,3,1,1,4,3,4,2,3,3,4,2,2,2,2,2,1,1,27.0042,4.55,11,"Teacher has taught 3 years or less",2.5,0,22,8,14,1,0,1,1,5,1,1,1,1,1,1,5,1,2,1,2,1,2,22,-8,2,1,0,22,1.18727021717979,-0.21818839151964,-0.244568691087693,0.466916559177665,1.19017224849054,0.223392509304977,0.223392509304977,1,"116"
122555,111080,1,955.9521,"Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree",4,2,4,4,3,4,3,2,3,2,1,4,3,2,3,1,2,3,2,3,2,3,3,3,2,3,1,2,3,1,3,1,1,68.6342,0,14,"Teacher has taught 3 years or less",3.33,57,0,9,12,1,1,0,3,5,2,1,1,1,1,2,3,1,1,1,1,1,2,0,2,-8,1,0,57,0.569339922701444,-0.379824609373089,-0.67789339799436,-0.312393715455838,0.314801928722442,0.272234665046094,0.272234665046094,1,"117"
122728,107198,1,5.3819,"Strongly disagree","Somewhat disagree","Strongly agree","Strongly disagree",3,5,5,5,5,5,1,2,3,4,1,3,1,2,1,2,2,1,2,4,2,4,3,3,2,4,1,1,2,1,3,1,1,4.3637,0,18,"Teacher has taught 3 years or less",14.29,0,10,7,13,1,0,0,1,5,1,1,1,1,1,1,5,1,1,1,1,1,2,10,-8,-8,1,1,10,-0.227064310429528,-0.649377465879871,-0.477304715607406,0.218961336897877,-0.435404145530783,0.381795264224599,0.381795264224599,1,"118"
123217,100517,1,531.7343,"Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat disagree",1,4,3,5,3,5,2,1,4,4,1,1,1,1,2,2,2,4,2,4,4,3,4,3,4,4,2,3,2,1,4,1,1,30.6101,0,17,"Teacher has taught 3 years or less",8.55,123,0,10,17,1,0,0,2,5,2,1,1,1,1,1,4,2,2,1,1,1,2,0,2,-8,1,1,123,-0.299980172719075,-0.0204339405837623,0.307239698073632,0.537705612914682,-0.662927316983328,0.202601663574606,0.202601663574606,1,"119"
123817,105450,1,51.5524,"Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree",1,1,3,2,4,4,2,4,4,4,4,2,4,1,3,2,4,3,4,2,1,1,1,3,3,3,1,1,3,1,3,2,3,48.1033,0,8,"Teacher has taught 3 years or less",11.46,114,0,8,11,1,0,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,-8,1,0,114,1.3446757544141,-0.640245930820518,-0.947223192274168,-1.30182807705044,0.924672200181257,0.524815075081834,0.524815075081834,1,"120"
124411,100102,1,111.6845,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree",4,3,4,4,4,4,1,3,2,1,1,4,3,4,1,2,3,2,1,3,2,3,4,3,3,4,3,3,3,2,4,1,1,78.8822,0,16,"Teacher has taught 3 years or less",4.17,112,0,12,17,1,0,1,3,5,1,1,1,1,1,1,5,1,1,1,2,1,1,0,1,-8,1,0,112,0.405648180222644,0.352717806347129,0.128995941786865,-0.139433849128145,0.668105887225178,0.43941078084755,0.43941078084755,1,"121"
124660,108816,1,440.9765,"Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree",1,3,4,4,3,4,1,1,4,3,2,2,3,3,2,2,2,2,2,3,3,4,4,4,4,4,4,3,4,4,4,1,1,134.8337,4.76,17,"Teacher has taught 3 years or less",2.62,0,21,15,20,1,0,0,3,5,1,1,1,1,1,1,5,1,1,1,1,1,2,21,-8,2,1,0,21,-0.0312412467458141,1.34448799910861,1.12385127653237,0.650690348946296,0.377284093864234,0.361913071457878,0.361913071457878,1,"122"
124875,109058,1,27.5319,"Somewhat agree","Somewhat disagree","Strongly disagree","Strongly disagree",5,1,5,5,4,5,2,1,3,3,2,2,2,3,2,2,2,1,1,1,1,2,2,2,3,2,2,3,1,1,2,1,3,18.4378,0,16,"Teacher has taught 3 years or less",18.75,0,22,7,11,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,1,1,1,1,22,1,-8,1,0,22,0.082814237947504,-0.66684468470723,-0.873063331965176,-1.23387286046009,0.258132025537902,0.272202030857677,0.272202030857677,1,"123"
124886,111943,1,836.565,"Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree",4,5,5,5,4,5,1,1,4,4,1,1,2,2,1,1,1,2,1,3,3,3,2,4,4,4,1,4,2,1,3,2,1,31.4243,0,20,"Teacher has taught 3 years or less",12.5,113,0,10,15,1,1,1,3,5,1,1,1,1,1,1,4,2,2,1,1,1,2,0,1,-8,1,1,113,-1.07977331468441,-0.0586863088128565,-0.0390006506876477,0.02890402121552,-0.557100081057178,0.228003678436684,0.228003678436684,1,"124"
125548,108106,1,45.4294,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",5,3,5,5,5,5,1,2,2,3,1,1,3,2,2,2,2,2,2,3,2,4,4,4,4,4,3,2,3,2,3,1,5,42.3901,15.15,17,"Teacher has taught 3 years or less",25,132,0,10,19,1,0,7,3,5,1,1,1,1,1,1,3,2,1,1,1,1,2,0,1,2,1,0,132,-0.0450842059044494,0.148845868919315,0.549604083608261,0.240220343137672,0.261660714718529,0.254404844061802,0.254404844061802,1,"125"
126694,106996,1,128.8216,"Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly agree",4,3,5,5,4,3,2,2,2,3,2,2,3,2,1,1,2,1,1,2,2,2,3,3,3,3,3,1,1,1,2,1,1,90.9859,0,16,"Teacher has taught 3 years or less",17.14,30,0,5,15,1,0,0,1,5,2,1,2,1,1,1,1,2,1,1,1,1,2,0,-8,-8,1,0,30,0.0974529056224319,-1.00821163747319,-0.42593126049488,-0.702740921379275,0.185256903991753,0.291233591081649,0.291233591081649,1,"126"
127236,106446,1,434.5105,"Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree",2,4,4,5,5,5,1,1,3,4,1,3,1,2,1,2,1,2,1,3,3,4,3,3,4,4,3,2,2,2,3,1,1,384.1561,0,20,"Teacher has taught 3 years or less",4.29,44,0,9,17,1,0,0,3,5,1,1,1,2,1,1,4,1,2,1,2,1,2,0,1,-8,1,0,44,-0.828768499581696,-0.0201069374302251,0.263702424084043,0.416587263410255,-0.643645748860094,0.273378049631949,0.273378049631949,1,"127"
127861,109900,1,36.4738,"Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree",5,4,4,4,4,5,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,3,3,4,4,2,5,27.5023,0,20,"Teacher has taught 3 years or less",11.84,66,0,14,17,1,1,0,3,5,1,1,1,1,1,1,5,2,1,1,1,1,2,0,1,-8,1,0,66,-1.46509340311998,1.00467819630639,0.327840142509873,0.158564124042441,-1.31377519489218,0.275780536366261,0.275780536366261,1,"128"
127929,103677,1,558.7828,"Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree",2,3,5,5,4,5,2,1,3,2,2,3,3,1,2,3,4,2,2,1,2,3,3,3,4,3,3,2,4,2,4,2,5,50.8323,0,14,"Teacher has taught 3 years or less",18.75,66,0,12,16,1,0,3,1,5,1,1,1,1,1,1,4,2,1,2,2,1,2,0,1,-8,1,0,66,0.43837564323586,0.29372345036566,-0.0521291538037821,-0.556386682704016,0.478105797992133,0.183292478844391,0.183292478844391,1,"129"
