CNTLNUM,SCHCNTL,currentTeacher,TFSFINWT,F0105,F0108,F0113,F0116,T0293,T0294,T0295,T0296,T0297,T0298,T0299,T0300,T0301,T0303,T0306,T0307,T0308,T0309,T0310,T0311,T0312,T0315,T0320,T0321,T0322,T0324,T0325,T0326,T0327,T0331,T0332,T0335,T0336,T0337,T0338,T0339,T0340,TFNLWGT,LEP_T,MGMNT_T,NEWTCH,PLAN,PUPILS_D,PUPILS_S,SBKGD_T,SDLQ_T,T0051,T0059,T0106,T0120,T0122,T0124,T0125,T0126,T0127,T0147,T0148,T0149,T0150,T0153,T0154,T0155,T0156,T0158,T0208,T0248,T0250,treat,teachImputed,PUPILS
113140,112123,1,14.7588,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,5,5,5,5,4,5,2,1,2,2,1,2,1,2,1,1,1,2,1,4,4,4,2,3,3,4,3,4,2,3,4,1,1,10.2435,0,19,Teacher has taught 3 years or less,8.33,127,0,13,15,1,0,4,2,5,1,1,1,1,1,1,5,2,2,2,1,2,2,0,1,-8,0,1,127
113154,102535,1,569.2972,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,2,3,5,4,4,4,1,1,2,2,1,2,1,2,1,2,2,2,2,4,3,4,4,3,4,4,2,2,2,2,3,2,2,16.7729,0,19,Teacher has taught 3 years or less,11.9,0,24,9,17,1,0,2,1,5,1,1,1,1,1,1,3,2,2,1,1,2,2,24,2,-8,0,0,24
113170,105358,1,561.8974,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,4,4,5,5,5,5,2,1,4,1,1,3,2,2,2,2,3,2,1,3,3,4,4,3,3,4,3,3,3,3,3,2,5,43.4259,0,16,Teacher has taught 3 years or less,6.98,0,0,12,17,1,0,0,1,5,1,1,1,1,1,1,5,2,2,1,1,2,1,23,-8,2,0,0,0
113182,106396,1,517.555,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,3,2,5,5,2,4,1,2,2,3,4,2,1,2,1,2,2,4,2,3,2,4,3,3,3,3,2,3,3,2,4,3,5,331.7302,0,15,Teacher has taught 3 years or less,8.75,0,0,12,14,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,1,1,2,27,1,2,1,0,0
113213,109958,1,164.4745,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,2,3,4,4,3,4,2,2,2,3,2,3,2,2,2,1,2,1,1,2,2,3,3,4,3,4,2,3,4,2,3,1,1,114.1557,0,15,Teacher has taught 3 years or less,10.42,0,0,12,16,1,0,7,2,5,1,1,1,1,2,-8,0,2,1,1,2,1,2,8,1,-8,1,0,0
113270,104798,1,609.6459,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,4,4,4,4,2,5,2,2,4,4,2,4,4,4,3,2,2,4,2,2,1,3,3,4,4,4,1,1,3,1,3,5,3,38.217,0,14,Teacher has taught 3 years or less,4.29,86,0,8,16,1,0,1,1,5,1,1,1,1,1,2,4,1,1,1,2,2,2,0,2,-8,0,0,86
113331,106736,1,442.1452,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,4,3,5,5,4,5,1,1,2,2,1,1,2,1,1,2,2,1,1,3,3,4,4,4,4,4,2,3,2,2,3,1,1,26.1667,0,19,Teacher has taught 3 years or less,18.02,0,5,10,18,1,1,0,3,5,1,1,1,1,1,1,5,1,1,1,1,1,2,5,1,-8,1,0,5
113390,109172,0,68.6828,Strongly agree,Strongly agree,Strongly agree,Strongly agree,5,3,4,5,1,5,1,3,4,4,1,1,4,4,1,4,2,4,4,1,1,1,2,4,1,2,1,1,1,1,2,4,4,54.5347,0,17,Teacher has taught 3 years or less,17.5,132,0,5,10,1,0,0,1,5,2,2,2,1,2,-8,0,1,1,2,2,1,2,0,2,-8,1,0,132
113437,107894,0,58.7666,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,2,1,4,5,4,4,1,1,2,2,1,1,4,2,1,2,1,4,1,2,2,2,2,3,4,4,1,2,3,1,3,2,1,46.661,0,20,Teacher has taught 3 years or less,13.1,118,0,9,14,1,0,0,1,5,1,1,1,1,2,-8,0,1,2,1,2,2,1,0,2,-8,0,1,118
113440,105826,1,850.2438,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1,1,1,4,2,2,3,3,4,3,3,4,2,2,2,3,4,4,2,3,3,3,4,3,3,4,3,2,3,3,3,1,5,170.0184,17.65,10,Teacher has taught 3 years or less,3.7,0,34,11,17,1,0,1,1,5,1,1,1,1,2,-8,0,1,2,2,1,2,2,34,2,2,0,0,34
113535,110930,1,3558.8668,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,2,4,4,4,4,5,2,1,2,1,1,2,1,1,2,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,5,25.5192,0,18,Teacher has taught 3 years or less,2.5,189,0,12,15,1,0,1,1,5,2,2,1,1,1,1,2,1,1,1,1,1,1,0,2,-8,1,0,189
113608,108657,0,142.4224,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,3,4,5,5,5,5,1,1,2,2,1,2,1,1,1,1,3,1,2,3,2,4,3,4,4,4,3,2,1,1,2,1,1,116.5616,0,18,Teacher has taught 3 years or less,10.1,83,0,6,18,1,0,0,3,5,1,1,1,1,1,1,2,2,2,2,2,1,2,0,2,-8,1,0,83
113625,106649,0,575.5072,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,2,3,5,5,5,3,1,2,2,1,1,1,1,1,1,1,4,1,2,3,2,4,4,4,4,4,3,3,2,3,2,1,1,217.9229,0,16,Teacher has taught 3 years or less,1.9,0,0,10,19,1,0,0,3,5,1,1,1,1,1,2,5,2,2,1,1,2,2,6,-8,-8,0,0,0
113677,107717,1,451.0882,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,3,2,4,5,5,5,1,2,4,2,1,3,2,3,2,3,2,1,2,1,1,4,4,4,4,4,3,1,1,1,1,1,1,416.4485,6.67,17,Teacher has taught 3 years or less,16.45,0,15,4,19,1,0,0,2,5,1,1,1,1,1,2,1,1,2,2,2,2,2,15,1,1,0,0,15
113719,107671,0,17.687,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,4,4,4,4,2,4,2,2,3,2,3,4,4,2,3,3,2,2,2,3,1,2,3,4,4,4,2,1,2,1,2,2,5,14.7067,0,13,Teacher has taught 3 years or less,0,0,20,6,17,1,0,0,1,5,2,2,1,1,2,-8,0,2,2,2,2,2,2,20,-8,-8,0,0,20
113736,111928,1,738.1518,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,5,5,5,5,5,5,1,1,4,1,1,2,1,1,1,1,1,4,1,3,3,2,3,3,3,4,1,1,1,1,1,3,3,22.0778,11.61,20,Teacher has taught 3 years or less,19.29,112,0,4,14,1,0,4,1,5,1,1,1,1,1,2,5,2,1,1,1,2,2,0,1,2,0,1,112
113847,105456,1,636.9994,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,5,5,5,4,4,5,2,1,4,2,2,3,2,2,2,1,3,1,2,4,4,4,2,4,4,4,3,3,3,3,4,1,1,325.7174,0,15,Teacher has taught 3 years or less,17.57,0,0,13,17,1,0,1,1,5,1,1,1,1,1,1,4,2,2,2,2,2,2,7,2,-8,0,0,0
113917,104987,1,68.5682,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,3,2,5,4,4,5,1,1,3,1,1,2,2,1,2,1,1,3,1,3,3,4,3,4,4,4,4,2,1,3,3,1,1,59.6653,29.63,19,Teacher has taught 3 years or less,3.7,0,27,9,19,1,1,1,3,5,1,1,1,1,1,1,3,2,2,1,1,1,1,27,1,1,1,0,27
113981,110504,1,326.8073,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,1,1,1,5,3,2,2,3,4,3,3,3,4,4,3,4,4,2,3,2,2,4,3,4,1,3,1,1,1,2,1,1,1,264.9793,0,10,Teacher has taught 3 years or less,0,0,23,5,12,1,0,1,1,5,1,1,1,1,1,1,5,1,1,1,2,2,2,23,1,-8,0,0,23
114079,102190,1,790.0015,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,3,2,5,5,5,5,4,3,2,3,2,4,2,3,2,2,2,2,2,2,2,4,3,3,4,4,2,1,1,2,3,1,1,489.0873,0,12,Teacher has taught 3 years or less,12.2,0,0,7,16,1,0,0,3,5,1,1,1,1,1,2,4,2,2,1,1,2,2,22,2,-8,0,0,0
114186,106994,1,529.2707,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,4,5,5,5,5,5,1,1,1,3,1,1,1,2,1,2,2,1,1,3,2,3,4,4,4,4,3,3,4,2,3,1,1,40.7293,0,19,Teacher has taught 3 years or less,17.86,82,0,12,19,1,1,0,3,5,1,1,1,1,2,-8,0,2,2,2,1,2,2,0,2,-8,0,0,82
114211,102683,1,33.511,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,4,5,5,5,5,5,1,3,4,3,1,4,1,1,1,1,1,3,4,4,2,4,4,2,2,4,2,2,1,1,4,3,5,23.2588,0,18,Teacher has taught 3 years or less,12.5,0,25,8,14,1,0,0,1,5,1,1,1,1,1,1,4,1,2,1,2,2,2,25,2,-8,0,0,25
114232,102768,0,37.4657,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,4,4,5,5,5,5,2,1,4,1,3,1,2,2,2,1,3,2,1,3,3,4,4,4,4,4,3,3,3,3,4,2,1,27.6631,0,14,Teacher has taught 3 years or less,12.5,238,0,13,19,1,1,1,3,5,1,1,1,1,1,2,3,2,2,2,2,2,2,0,2,-8,0,1,238
114318,103070,1,36.5636,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3,4,4,5,2,4,2,2,2,4,4,2,4,2,3,1,3,2,3,2,1,2,2,2,4,3,1,1,2,2,3,4,5,34.1174,0,11,Teacher has taught 3 years or less,3.95,73,0,8,12,1,1,0,3,5,1,1,1,1,1,2,4,1,1,2,1,2,2,0,2,-8,0,0,73
114439,101129,1,28.3093,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,4,4,4,4,5,1,1,2,2,1,2,1,1,1,1,1,1,1,4,3,3,4,4,4,4,3,3,3,3,3,1,1,21.3459,0,20,Teacher has taught 3 years or less,13.16,96,0,12,19,1,1,1,3,5,2,1,1,1,1,1,5,2,2,1,1,2,2,0,1,-8,0,0,96
114474,110515,1,629.8741,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,3,1,5,5,3,4,1,1,4,4,1,2,1,1,1,1,1,4,1,3,2,3,3,3,4,4,2,2,4,2,4,2,1,379.7306,0,20,Teacher has taught 3 years or less,6.9,236,0,12,16,1,0,1,1,5,1,1,1,1,2,-8,0,1,1,1,1,2,2,0,1,-8,0,0,236
114480,107035,0,44.9953,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,1,2,4,5,4,5,1,2,4,2,1,3,3,2,1,2,2,3,4,1,1,1,2,2,2,3,1,1,1,1,2,4,4,34.6847,0,18,Teacher has taught 3 years or less,25,99,0,5,10,1,0,7,1,5,1,1,1,1,1,1,4,2,2,1,2,2,2,0,2,-8,0,0,99
114516,102881,1,47.7045,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,3,5,5,5,4,5,1,1,2,3,3,3,4,2,1,2,1,1,1,3,3,3,3,4,3,4,2,2,3,2,3,1,1,33.6933,0,18,Teacher has taught 3 years or less,20,158,0,10,16,1,0,0,2,5,1,1,1,1,2,-8,0,2,2,2,2,2,2,0,2,-8,0,1,158
114522,101737,1,36.7006,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,5,5,4,5,2,1,4,3,1,4,2,1,1,1,1,2,1,3,2,4,4,3,3,4,3,2,3,2,2,2,5,34.8645,0,19,Teacher has taught 3 years or less,5.71,86,0,9,17,1,0,3,1,5,1,1,1,1,1,1,5,2,1,1,1,1,1,0,1,-8,1,0,86
114581,109051,1,499.0083,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,5,5,5,5,4,5,1,1,3,2,1,2,1,1,1,1,1,3,1,3,4,4,4,3,4,4,2,4,4,4,3,2,1,78.9445,0,20,Teacher has taught 3 years or less,12.5,0,0,15,17,1,0,3,1,5,1,1,1,1,1,1,5,2,1,1,1,1,2,28,1,-8,1,0,0
114646,110178,1,807.5171,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,2,1,4,5,4,4,2,2,4,3,2,3,2,2,3,2,2,4,2,3,3,4,3,4,4,4,3,3,3,3,3,3,5,419.5386,3.7,14,Teacher has taught 3 years or less,6.04,0,27,12,18,1,0,1,3,5,1,1,1,1,1,1,4,1,2,2,2,2,2,27,2,2,0,0,27
114678,111504,1,617.3337,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,4,4,4,4,4,4,1,1,3,3,1,2,2,2,1,1,2,2,1,3,2,3,3,3,3,4,3,2,3,2,3,1,2,48.3493,1.89,19,Teacher has taught 3 years or less,13.33,106,0,10,16,1,0,3,1,5,1,1,1,1,2,-8,0,2,2,1,2,1,2,0,-8,2,1,0,106
114679,104733,0,11.4787,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,2,3,4,4,3,4,2,2,4,3,1,2,1,1,2,2,2,3,1,3,2,4,3,4,4,4,2,2,4,3,4,1,5,8.4754,0,16,Teacher has taught 3 years or less,3.75,0,0,13,17,1,0,0,1,5,1,1,1,1,2,-8,0,2,1,1,2,2,1,25,2,-8,0,0,0
114680,102610,1,11.7272,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4,2,4,4,4,4,1,1,2,3,1,1,2,2,1,1,2,1,1,3,4,4,2,3,3,4,2,2,1,1,2,1,5,9.3114,0,19,Teacher has taught 3 years or less,15,0,10,6,14,1,0,1,1,5,1,1,1,1,1,1,3,1,1,1,1,1,2,10,1,-8,1,0,10
114697,100090,1,534.8768,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,3,4,5,3,4,3,1,3,2,2,1,3,2,2,2,2,2,3,1,3,3,4,3,4,3,4,3,2,2,2,3,1,1,472.8899,75,16,Teacher has taught 3 years or less,11.94,0,24,9,17,1,0,3,1,5,1,1,1,1,1,1,4,2,1,2,2,2,2,24,-8,2,0,1,24
114703,109933,0,42.3613,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,5,5,5,4,5,3,4,4,1,3,4,3,3,3,4,3,3,2,2,2,2,2,3,2,2,1,1,1,1,3,3,2,34.6693,0,9,Teacher has taught 3 years or less,21.43,128,0,6,10,1,0,1,1,5,1,1,1,1,1,1,3,1,1,1,1,2,1,0,1,-8,0,0,128
114731,111534,1,160.7718,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,2,4,5,5,5,5,2,1,2,1,1,2,1,1,2,1,1,1,1,2,3,3,3,3,4,4,3,3,4,3,4,1,1,113.5521,0,18,Teacher has taught 3 years or less,1.99,157,0,14,17,1,0,0,3,5,1,1,1,1,1,2,5,2,1,1,1,2,2,0,2,-8,0,0,157
114765,110204,1,2019.1478,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,5,5,5,5,5,5,1,1,1,2,2,2,3,2,2,2,1,1,1,2,2,3,3,3,3,4,3,3,3,3,3,1,2,82.4216,14.02,18,Teacher has taught 3 years or less,13.16,107,0,12,16,1,0,0,1,5,1,1,1,1,1,2,5,2,2,1,1,2,2,0,2,2,0,0,107
114781,108049,1,666.8951,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,2,3,3,5,5,5,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,4,3,3,3,4,3,2,3,2,2,2,5,122.1568,10,20,Teacher has taught 3 years or less,6.25,0,20,9,16,1,0,2,1,5,1,1,1,1,1,1,4,1,1,1,1,2,2,20,1,2,0,0,20
114793,107698,1,9.5816,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,1,3,4,5,3,5,1,1,3,2,2,2,2,2,1,1,1,1,1,2,3,4,4,4,4,4,3,3,4,3,3,2,2,6.7674,0,19,Teacher has taught 3 years or less,4.79,50,0,13,19,1,0,1,2,5,1,1,1,1,2,-8,0,1,2,2,2,2,2,0,1,-8,0,0,50
114803,110339,1,99.414,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,5,5,5,5,5,5,1,1,3,1,1,2,2,1,1,1,1,1,1,3,3,4,2,3,3,4,1,3,1,2,3,2,1,80.306,0,20,Teacher has taught 3 years or less,5.63,0,6,9,13,1,0,1,2,5,1,1,1,1,1,1,5,1,2,1,2,2,2,6,1,-8,0,0,6
114919,108076,1,307.9414,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,3,1,5,5,4,5,2,3,2,2,2,2,1,1,2,1,2,1,3,3,2,4,4,4,4,4,3,1,1,1,3,1,2,206.2244,0,14,Teacher has taught 3 years or less,9.38,0,16,6,19,1,0,1,1,5,1,1,1,1,2,-8,0,2,1,2,2,2,2,16,1,-8,0,0,16
114958,109481,0,135.085,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,3,3,4,4,4,5,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,3,3,4,4,4,3,3,3,3,3,2,1,101.1402,0,20,Teacher has taught 3 years or less,4.29,32,0,12,18,1,0,6,2,5,1,1,1,1,1,1,5,2,2,2,1,1,2,0,2,-8,1,0,32
115017,105455,1,743.9267,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,4,1,5,5,5,2,1,2,1,1,3,2,1,2,1,2,1,2,1,2,2,3,3,3,3,3,2,2,2,1,3,1,1,329.6373,0,17,Teacher has taught 3 years or less,15.63,0,0,8,14,1,1,0,3,5,1,1,1,1,1,2,5,2,2,1,1,1,2,25,2,2,1,1,0
115028,111365,1,1051.158,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,5,5,4,5,1,1,2,1,1,2,2,2,1,2,1,1,1,3,2,2,3,4,3,4,2,1,2,1,3,1,2,31.2494,2.7,20,Teacher has taught 3 years or less,17.5,74,0,7,16,1,0,0,2,5,1,1,1,1,2,-8,0,2,1,2,2,2,2,0,2,1,0,0,74
115043,107555,0,98.911,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,2,4,5,5,4,5,1,1,1,2,1,1,2,2,1,1,1,4,1,1,1,2,3,3,3,4,3,2,2,2,3,1,5,76.2455,9.33,20,Teacher has taught 3 years or less,17.5,75,0,9,16,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,1,1,1,0,2,1,1,0,75
115111,109793,1,592.0488,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,1,4,5,5,4,5,1,1,2,2,1,3,1,2,1,1,1,2,1,3,1,4,2,4,4,4,3,2,4,1,4,1,5,33.6814,0,20,Teacher has taught 3 years or less,17.11,92,0,11,17,1,0,0,3,4,-8,-8,-8,-8,-8,-8,0,2,1,1,1,1,2,0,2,-8,1,0,92
115160,107679,1,658.375,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,4,5,5,5,5,5,1,1,4,1,1,1,2,1,1,2,2,3,1,3,3,4,4,4,4,4,3,3,2,3,4,1,1,276.3076,4.17,19,Teacher has taught 3 years or less,11.36,0,24,12,19,1,0,1,1,5,1,1,1,1,1,1,5,2,1,1,1,2,2,24,2,2,0,1,24
115175,103878,1,2279.052,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,3,3,4,3,2,4,2,1,4,4,3,3,3,3,2,4,4,4,4,1,1,2,1,2,2,3,1,1,1,1,1,5,5,379.5178,0,13,Teacher has taught 3 years or less,7.14,0,0,4,9,1,0,1,1,5,2,2,1,1,2,-8,0,2,2,1,1,2,1,6,1,-8,0,0,0
115245,111017,1,516.4147,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,5,5,5,5,5,2,1,3,4,1,3,1,1,2,1,2,2,2,3,3,3,3,2,3,4,1,1,2,2,3,3,1,17.5711,0,17,Teacher has taught 3 years or less,25,58,0,8,13,1,0,0,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,-8,0,0,58
115267,107646,1,15.7626,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,3,4,4,4,4,1,1,3,3,1,2,3,2,1,2,2,2,1,3,3,3,3,4,3,3,3,2,3,3,3,1,1,14.708,0,19,Teacher has taught 3 years or less,2.62,108,0,11,16,1,0,1,1,5,1,1,1,1,1,2,1,1,2,1,1,2,2,0,1,-8,0,0,108
115318,101991,1,15.0962,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,2,3,4,4,4,4,1,2,4,2,1,3,2,2,2,2,2,4,3,4,2,4,3,3,2,3,1,1,1,1,2,4,4,10.7572,0,17,Teacher has taught 3 years or less,15,139,0,5,12,1,1,0,3,5,1,1,1,1,1,1,3,2,1,1,1,2,2,0,1,-8,0,0,139
115326,111113,1,523.0649,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,3,3,5,5,4,4,2,2,3,2,2,2,2,1,2,1,2,2,2,3,3,4,3,3,3,4,2,2,3,3,3,1,1,134.957,0,15,Teacher has taught 3 years or less,12.86,0,24,11,15,1,0,1,1,5,1,1,1,1,1,1,4,1,1,1,2,2,1,24,2,-8,0,1,24
115366,101321,1,88.3354,Strongly agree,Strongly agree,Strongly agree,Strongly agree,3,3,2,2,3,4,2,4,3,4,3,3,3,2,2,3,2,3,2,3,2,4,4,4,4,4,3,2,3,3,3,2,5,78.3464,0,12,Teacher has taught 3 years or less,10.71,0,0,11,19,1,1,0,3,5,1,1,1,1,2,-8,0,2,1,1,1,2,1,20,2,1,0,0,0
115387,110721,1,28.5983,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,4,5,5,4,5,5,2,2,2,1,2,4,4,4,2,4,2,2,4,4,4,3,3,3,4,4,4,2,2,2,3,3,5,28.5983,7.75,15,Teacher has taught 3 years or less,19.74,129,0,9,18,1,0,5,1,5,2,1,1,1,1,2,4,2,1,2,1,2,1,0,1,2,0,0,129
115512,106490,1,447.1137,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,3,4,4,4,4,4,1,1,4,3,2,2,2,1,1,1,1,3,1,2,2,4,3,3,4,4,2,2,1,1,2,2,5,396.5553,0,19,Teacher has taught 3 years or less,19.74,0,14,6,16,1,0,1,1,5,1,1,1,1,2,-8,0,2,2,1,1,1,1,14,2,-8,1,0,14
115546,104817,0,69.5826,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,4,3,4,4,4,4,2,2,4,4,2,4,3,2,1,2,2,3,2,1,1,1,2,3,3,3,2,1,1,1,2,4,4,55.2491,42.74,16,Teacher has taught 3 years or less,5.24,117,0,5,13,1,0,6,1,5,1,1,1,1,1,1,3,2,1,1,2,1,2,0,2,2,1,0,117
115560,112280,1,903.9192,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,5,5,5,5,4,5,1,1,2,2,1,3,3,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,4,4,4,1,3,33.8113,2,20,Teacher has taught 3 years or less,2.5,150,0,16,20,1,1,1,3,5,1,1,1,1,1,1,3,1,2,1,1,1,2,0,2,2,1,0,150
115615,108774,1,62.5347,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,5,5,5,5,5,1,2,1,2,1,2,2,2,2,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,44.5607,1.63,17,Teacher has taught 3 years or less,12.5,123,0,16,20,1,1,1,3,5,1,1,1,1,1,1,3,2,2,1,1,2,2,0,1,2,0,0,123
115667,103439,1,560.9407,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,4,5,5,5,5,5,1,1,3,2,1,2,3,2,1,1,1,3,1,1,1,3,3,1,2,3,1,3,4,1,3,1,2,86.1641,0,20,Teacher has taught 3 years or less,9.38,118,0,11,10,1,0,1,1,5,1,1,1,1,1,1,5,1,2,1,2,2,1,0,1,-8,0,0,118
115690,107823,0,71.3914,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2,1,5,4,3,5,1,1,4,2,1,3,1,1,1,1,3,4,2,3,2,4,4,4,4,4,3,4,4,2,4,2,4,59.3621,0,18,Teacher has taught 3 years or less,11.84,0,28,14,19,1,0,1,1,5,1,1,1,1,1,2,3,1,2,2,1,2,2,28,-8,-8,0,0,28
115759,100013,1,753.1895,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,3,5,5,5,5,5,1,2,2,1,1,1,2,2,1,2,2,2,1,3,3,3,3,4,4,4,3,3,3,3,3,1,2,241.8118,4.96,18,Teacher has taught 3 years or less,5.24,121,0,12,18,1,0,2,2,5,1,1,1,1,1,1,5,1,1,2,1,1,1,0,2,2,1,0,121
115766,101375,1,21.0546,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,5,5,4,4,5,1,1,2,1,1,2,2,2,1,2,2,1,1,3,3,3,3,4,4,4,3,3,2,2,3,1,1,19.646,0,19,Teacher has taught 3 years or less,14.38,0,0,10,18,1,0,0,3,5,1,1,1,1,1,1,5,1,1,1,2,2,2,12,1,-8,0,0,0
115959,102297,1,32.1691,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,5,5,5,5,5,2,2,4,3,4,4,4,2,2,1,4,4,2,1,2,3,3,2,2,3,2,2,2,2,3,1,2,32.169,0,11,Teacher has taught 3 years or less,7.5,0,0,9,12,1,0,0,1,5,1,1,1,1,1,1,4,2,1,1,1,1,2,33,2,-8,1,1,0
115994,100867,1,13.2134,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,3,4,5,4,2,5,1,1,3,1,1,1,3,4,1,4,1,2,1,3,3,4,3,4,4,3,1,1,1,1,3,1,1,11.7192,11.76,20,Teacher has taught 3 years or less,1.83,0,17,6,15,1,0,1,2,5,1,1,1,1,2,-8,0,2,2,1,2,2,2,17,2,2,0,0,17
116090,109249,1,42.4861,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,3,3,4,5,5,5,1,1,3,2,1,1,3,2,1,2,1,3,1,2,1,2,3,3,3,4,2,1,1,1,3,4,2,29.4881,0,20,Teacher has taught 3 years or less,3.13,147,0,6,15,1,0,0,2,5,1,1,1,1,2,-8,0,1,2,1,2,2,2,0,1,-8,0,0,147
116113,104525,1,627.9095,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,1,1,5,5,4,5,2,2,4,3,4,4,2,1,2,1,3,4,2,2,2,4,3,4,3,4,1,1,1,1,1,2,2,93.3166,0,12,Teacher has taught 3 years or less,6.9,0,36,4,15,1,0,1,1,5,1,1,1,1,1,1,2,2,2,1,2,2,2,36,1,-8,0,0,36
116117,110555,0,28.962,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,3,4,5,5,5,5,2,1,1,4,1,2,3,2,2,2,3,2,1,2,2,3,4,3,2,4,2,1,2,1,4,1,1,21.3844,0,16,Teacher has taught 3 years or less,10.71,0,0,8,15,1,0,0,1,5,2,2,2,2,2,-8,0,2,2,2,1,2,2,25,-8,2,0,0,0
116235,112166,1,511.9329,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,4,4,4,4,4,5,1,2,2,2,1,3,1,2,1,2,2,1,1,4,3,4,4,4,3,4,4,3,3,3,4,1,1,72.9018,0,18,Teacher has taught 3 years or less,18.23,0,0,13,19,1,0,1,1,5,1,1,1,1,1,2,5,2,1,1,2,2,2,0,1,-8,0,0,0
